stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.94,0,0,18.21,1.52,21.9,0.62,0
3dpf,3.68,0,0.29,27.65,1.77,22.15,0,0
5dpf,0.53,0,0,35.43,1.87,43.73,0.79,1.57
10dpf,5.22,0.73,0,35.75,7.97,30.97,0,0.83
