stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.07,0,1.03,0.66,0,0.55
3dpf,2.53,0,0,0,0.85,0.68
5dpf,0,0,0,0,1.09,1.56
10dpf,0,0.39,0,0,1.47,3.68
