stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,26.64,0,9.12,0,10.64,0,0,0,18.19,0
12hpf,60.5,0,10.54,0,11.37,7.62,0,55.37,25.9,18.63
14hpf,24.84,0,8.33,0,2.26,2.44,0,6.04,3.47,2.5
16hpf,44.11,1.78,3.44,1.77,20.8,8.5,0,3.55,12.6,4.29
19hpf,20.4,1.69,0,0,0,0,0,0,0,3.52
24hpf,36.98,0.95,0.83,1.22,13.85,6.2,0,2.24,4.97,7.06
2dpf,97.89,4.76,8.78,19.32,51.23,51.92,7.59,2.78,26.69,29.59
3dpf,79.64,3.07,0,2.51,3.38,20.18,2.74,0,5.5,7.97
5dpf,44.41,7.56,14.54,12.89,18.85,147.02,12.14,8.86,29.32,77.3
10dpf,51.62,3.55,3.66,4.31,1.47,57.84,1.82,0,8.05,2.98
