stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,1.29,0,0,0
3dpf,0,0,0.5,0.44,0,0,0
5dpf,0,0,0.35,0.55,1.13,0.37,11.31
10dpf,1.32,0.91,0,0,0,3.22,3.94
