stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,34.78,8.87,0,0,18.36,0,0,0,63.7,61.55
12hpf,55.1,9.56,0,1.77,9.86,10.2,0,10.73,37.8,50.47
14hpf,90.85,5.81,2.47,15.1,8.26,18.05,2.29,4.62,38.03,37.13
16hpf,122.27,7.06,10.76,24.03,28.48,22.6,5.88,3.88,58.02,116.95
19hpf,241.6,3.61,1.88,14.48,7.76,7.21,1.99,3.47,4.38,196.6
24hpf,145.02,0,12.37,1.85,19.28,16.72,4.46,4.35,14.16,54.14
2dpf,459.14,7.05,49.73,39.28,124.01,297.29,36.25,2.78,78.13,114.62
3dpf,1595.66,10.22,24.28,18.88,27.03,387.8,12.12,0,14.93,38.85
5dpf,180.27,14.91,82.71,80.96,47.21,637.3,52.12,17.87,62.97,266.78
10dpf,646.02,21.36,70.97,45.69,26.18,361.44,26.29,0,31.02,55.94
