stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,2.67,0,0,0,0
5dpf,0,0,1.08,0.75,0.67
10dpf,0,2.14,0.47,0,0
