stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,1.37,0,0,1.04,0
5dpf,0.3,0.98,0.29,1.24,0.64
10dpf,0,0.48,0,0,0
