stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,10.23,1.19,0.48,6.27,6.62
3dpf,0.4,0,0,0,0
5dpf,0.41,0,0,0,0
