stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.76,0,0.72
3dpf,1.11,0,0.89,0,0
5dpf,0.35,0.33,3.12,0.31,4.46
