stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.02,0,0,0,5.99,1.24,0,0
3dpf,3.54,0,0,0,3.08,0,0.3,0
5dpf,0.42,0,0,0,1.6,0.72,0,0.85
10dpf,20.67,0.48,0.86,0.88,3.48,0,0,0
