stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,1.66,0
3dpf,1.8,0,0,0.87,0
5dpf,0.45,0.3,0.3,4.86,1.13
10dpf,4.64,0,1.1,4.71,0
