stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3883.82,72.93,41.12,0,604.83,34.58,0,9.03,1050.89,850.54
12hpf,5419.15,103.18,21.23,146.55,999.67,129.45,6.96,71.66,1315.96,995.91
14hpf,2956.57,24.38,129.49,137.28,303.25,149.07,20.56,15.93,557.91,414.85
16hpf,1762.5,64.45,58.28,49.28,304.47,107.69,35.38,24.49,445.86,301.42
19hpf,2687.28,7.43,7.12,24.51,139.14,48.6,24.91,1.96,53.32,229.47
24hpf,3577.24,17.59,232.48,69.08,571.3,230.4,56.86,4.67,180.35,238.08
2dpf,1451.27,30.42,84.22,113.64,654.8,664.71,112.03,6.42,211.61,266.7
3dpf,2099.63,18.72,17.57,32.06,35.21,276.39,11.48,0.53,23.47,50.51
5dpf,154.13,10.19,124.63,69.91,59.72,312.14,40.31,3.72,76.65,183.98
10dpf,538.75,45.98,105.11,93.32,29.23,210.41,21.49,0.57,34.27,102.29
