stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,26.46,0,28.17,0,8.89,0,0,0,0,0
12hpf,8.66,0,13.13,0,3.96,4.8,0,0,43.78,3.86
14hpf,6.93,0,6.15,2.3,2.66,2.28,0,0,2.33,0
16hpf,27.51,1.68,8.41,0,2.55,4.22,3.95,0,19.59,16.7
19hpf,7.36,3.61,0,0,2.55,0,0,0,1.5,0
24hpf,7.78,0,0.84,1.78,2.55,2.64,0,0,4.83,1.86
2dpf,49.77,1.91,5.38,3.86,20.67,41.19,10.94,0,21.59,17.98
3dpf,114.97,4.01,2.09,7.04,3.2,39.42,2.68,0,1.19,6.17
5dpf,31.18,5.87,12.52,23.89,8.08,140.17,12.26,4.33,33.13,51.26
10dpf,198.29,7.52,10.84,35.12,19.45,219.65,13.3,0,35.22,18.03
