stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,297.19
12hpf,0,0,0,0,0,0,0,0,27.61
14hpf,0,0,0,0,0,0,0,0,1210.98
16hpf,0,3.71,0,0,0,0,0,0,111.14
19hpf,1.65,0,0,0,0,0,0,0,1425.74
24hpf,2.34,0,0,0.82,1.67,0,0.98,2.65,299.92
2dpf,46.66,0,0,6.61,0.71,28.62,0.75,6.05,1331.14
3dpf,7.51,4.17,0,2.01,0,21.68,0.43,0,196.45
5dpf,5.35,1.65,0,4.64,0.96,16.81,0,0.91,268.51
10dpf,6.13,0,2.29,6.25,1.4,16.04,0,0,63.91
