stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,1.33,0,0,0
2dpf,0,0,1.03,2.69,1.76,1.1
3dpf,28.22,0,1.35,65.22,0,0
5dpf,0.37,0,0,11.1,0,7.48
10dpf,5.23,0.94,0,9.26,0,0.41
