stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.63,0
5dpf,0,1,0.74,0.58,0,1.82
10dpf,2.11,1.76,0,0,0,0.56
