stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,1.19,0,5.24,0.84,0,1.57
3dpf,0,0,0.84,13.54,0,0
5dpf,0,2.32,1.33,29.29,2.77,0
10dpf,0.78,1.94,1.75,5.5,0,0
