stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9319.17,176.28,0,0,1280.48,97.56,0,227.54,2655.22,3017.09
12hpf,9804.75,275.53,4.05,192.45,2106.82,364.08,16.82,337.54,2995.13,2734.15
14hpf,3738.82,55.91,106.87,247.52,711.82,296.76,53.07,56.95,932.44,959.22
16hpf,3230.49,119.3,102.43,165.83,903.89,386.64,97.83,69.89,854.36,1045.63
19hpf,3596.27,18.8,29.07,41.75,373.62,142.23,58.94,27.63,177.7,384.31
24hpf,3299.14,46.36,90.66,75.23,648.31,263.85,73.05,10.75,272.26,299
2dpf,1886.87,38.38,103.24,246.77,739.41,1260.85,172.97,26.4,384.79,508.65
3dpf,2258.25,27.83,20.69,47.24,45.87,490.74,24.07,0,50.04,90.26
5dpf,378.59,34.47,118.55,171.76,94.2,960.74,61.1,28.69,189.16,567.96
10dpf,1022.13,34.21,95.17,118.8,40.48,569.77,57.39,0.82,93.46,149.51
