stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,3.83,1.23,0.76,0.96
3dpf,3.56,0.65,0.4,0
5dpf,0,0.51,0,0
10dpf,1.51,0,0,0
