stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.49,0,0
3dpf,3.47,0,0,0.31,0,0
5dpf,0,0.74,0.39,1.52,1.33,1.89
10dpf,16.55,0,0.48,2.42,0,0
