stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,2.86,0,0.93,1.96,0.73
3dpf,4.66,0,1.1,0,5.26
5dpf,1.72,0.77,1.23,0,3.33
10dpf,2.57,0.78,0,0,14.38
