stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.49,0
3dpf,2.62,0,0,0,0,0.38
5dpf,0,0,3.62,0,0.39,1.04
10dpf,5.32,0.53,11.52,1.16,1.43,0.83
