stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,4.45,0,0,3.94,0,0,1.42,0.49
3dpf,2.85,0,0,5.81,0,0,0.73,0.65
5dpf,0.51,0.86,1.04,5.54,0.79,0.63,1.22,9.13
10dpf,2.51,0,0.37,4.15,0,0,0,0.95
