stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,44.47,0,8.62,0,21.43,0,0,0,17.62,27.75
12hpf,87.68,3.78,11.91,3.91,47.69,4.98,0,27.01,55.93,57.14
14hpf,151.24,3.68,39.86,16.53,18.67,28.77,2.61,18.91,52,62
16hpf,175.41,3.51,21.07,11.19,96.04,44.83,21.36,24.7,117.41,138.49
19hpf,269.29,0,3.31,9.04,34.23,16.95,11.07,13.03,44.29,94.23
24hpf,385.67,9.55,81.98,13.83,100.84,54.87,50.16,2.87,153.73,156.45
2dpf,571.64,14.07,60.49,52.42,168.3,331.98,99.87,4.29,127.58,211.82
3dpf,1482.92,32.65,18.5,39.65,25.26,378.81,14.91,0,23.67,81.82
5dpf,128.11,22.02,67.2,60.55,23.2,296.04,29.3,7.09,68.09,268.29
10dpf,644.28,23.72,76.58,35.91,21.77,195.15,11.99,0,20.82,64.06
