stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,0,2.21,0,0,0,0
24hpf,0,0,0,0,0.87,0
2dpf,33.05,1.32,0.84,1.93,0,1.18
3dpf,10.72,1.25,0,1.24,0,0
5dpf,32.23,1.36,0.3,8.38,0.95,2.62
10dpf,20.26,2.24,1.15,1.31,0,2.81
