stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0,0,1.79,0.94
3dpf,0.94,0,0,0
5dpf,0,0.48,3.4,0
10dpf,0.46,0,0,0
