stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,2.31,0,0,0,0,0,0
2dpf,3,1.69,0,2.31,0.71,0,1.11
3dpf,98.43,0,0,6.81,0,0,0.69
5dpf,7.3,0,0.32,5.72,0,0,0.58
10dpf,58.4,0,3.57,7.28,0,1.62,0
