stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2850.05,25.25,37.37,0,291.79,25.92,0,44.45,1287.01,539.25
12hpf,2326.75,28.34,27.28,50.12,534.27,98.89,6.64,57.41,1573.91,435.2
14hpf,1425.53,19.11,204.58,107.43,428.39,156.12,24.27,15.11,1072.93,422.2
16hpf,2057.19,105.27,355.64,70.63,856.55,312.5,83.1,31.49,1437.03,829.32
19hpf,1924.66,33.96,81.03,27.38,290.47,120.36,79.68,5.79,467.31,308.13
24hpf,1260.46,31.81,212.64,24.03,275.15,135.62,92.76,0.83,563.89,133.25
2dpf,571.75,46.03,59.35,48.66,212.7,387.79,81.18,13.16,253.49,181.93
3dpf,709.83,27.54,14.9,18.04,29.88,315.3,17.76,0,49.35,71.8
5dpf,323.36,42.75,155.74,148.12,91.04,1355.1,69.61,57.49,403.21,853.94
10dpf,747.55,46.98,123,95.29,75.76,985.68,59.26,1.96,234.25,190.49
