stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.1,0,0.57,0,0,0,7.43
3dpf,0.53,0,0,1.52,0.85,0,9.47
5dpf,0.68,0,0,1.35,3.6,0.29,62.04
10dpf,6.37,1.33,0,0.45,3.18,0.38,25.91
