stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,4.65,0,3.78,3.81,7.32,0,3.35
3dpf,18.03,0,0.39,0,5.69,0,1.68
5dpf,0.89,0.29,0.52,0.58,7.19,0.29,3.7
10dpf,8.49,0,0,0,1.11,0,0
