stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,9.77,0,0,0,10.09,9.89
12hpf,0,0,3.76,0,0,0,0,0,0,3.82
14hpf,0,0,0,0,0,0,0,0,2.26,0
16hpf,0,0,0,0,1.85,0,0,0,0,3.77
19hpf,0,0,0,0,1.51,0,0,0,0,0
24hpf,0.9,0,37.18,0,0,0,0,0,1.55,0.88
2dpf,10.56,0,11.05,0.9,1.25,1.94,0,0,0.48,1.83
3dpf,8.37,0.74,2.67,0.42,0.71,8.65,0,0,0,0
5dpf,6.52,0.31,18.02,2.53,2.29,11.79,0.59,1.46,2.05,3.31
10dpf,15.69,4.06,33.63,0.38,0,1.86,0,0,0.88,0
