stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,2.27
2dpf,18.26,0,0,0.63,0,0,15.95
3dpf,4.13,0.87,0,0.33,0,0,3.1
5dpf,25.33,0.82,0.99,4.73,0.81,1.37,29.26
10dpf,8.13,2.01,2.05,2.21,0,0,5.52
