stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.94
3dpf,0,0,0.47,0
5dpf,0.77,3.51,4.69,4.31
10dpf,0.72,0,2.24,0
