stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,177.85,8.65,27.27,0,81.84,0,0,9.25,134.8,121.9
12hpf,247.61,32.46,17.77,17.39,85.79,13.49,0,34.37,205.56,238.25
14hpf,161.77,8.25,25.4,68.1,81.98,28.82,0,18.03,142.94,204.4
16hpf,138.51,17.63,15.7,83.68,137.85,33.73,5.92,11.86,174.44,149.88
19hpf,126.76,1.89,0,33.38,42.47,12.03,1.51,0,20.85,55.95
24hpf,132.09,4.98,57.3,79.04,72.92,37.49,21.54,3.84,114.71,56.93
2dpf,444.48,7.78,70.79,122.88,180.84,306.8,58.25,3.54,129.88,104.45
3dpf,446.36,15.81,12.65,57.42,33.7,371.77,15.62,0,24.37,39.34
5dpf,151.32,16.81,61.26,123.54,35.53,347.11,45.07,9.72,68.5,130.05
10dpf,327.64,24.33,78.34,79.16,18.72,249.6,27.34,0.59,39.15,45.41
