stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2965.67,81.82,48.96,0,553.53,60.93,0,191.15,1157.43,1410.97
12hpf,2973.86,142.02,20.69,154.5,893.56,191.62,7.89,489.85,1674.43,1173.74
14hpf,3122.89,48.08,230.63,293.66,769.51,365.13,70.36,170.1,1422.81,1504.26
16hpf,2615.05,146.48,240.75,298.58,944.62,372.58,73.66,238.73,1045.92,966.76
19hpf,3338.73,31.89,67.53,179.36,570.69,213.74,140.46,78.42,247.33,876.67
24hpf,2652.07,57.24,375.41,259.75,771.32,422,188.7,24.24,498.41,375.57
2dpf,1735.58,35.63,171.16,340.41,787.22,1305.94,260.1,22.7,360.38,482.49
3dpf,3531.36,46.53,62.57,135.61,103.72,1189.2,48.74,0,105.04,166.31
5dpf,567.66,54.33,228.71,398.01,120.93,1235.13,140.62,44.62,218.48,762.82
10dpf,1868.42,117.06,195.58,286.03,112.96,1113.52,109.03,3.05,126.57,323.38
