stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,3.67,0,0,0
3dpf,0,0.4,0.35,0.76,0
5dpf,0.75,2.28,0,0.76,0
10dpf,0.39,4.19,0,0,0.5
