stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0.5,0,0,0,0
3dpf,204.68,0,0,0.39,1.16,0,0,1.27
5dpf,13.73,2.31,0.89,1.42,15.83,2.15,0.57,3.11
10dpf,393.77,1.22,4.03,0.68,5.65,0,3.31,1.74
