stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.69,5.31,1.43,0,0,1.63,4.58,0
3dpf,2.21,4.07,2.88,0.35,18.05,0,1.97,0
5dpf,1.13,17.17,9.95,1.33,35.41,1.4,2.73,0.92
10dpf,5.47,19.79,11.49,5.69,24.34,0.67,1.3,0.65
