stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.52,0,0,0.49
3dpf,2.38,0,0,0.54,0.55,0
5dpf,0,0.3,0,0,0,0
10dpf,0,0.47,0,2.22,0,0
