stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,3.86,0,0,0.54,0,0,0.74,0,0
3dpf,5.83,0,0.65,0,3.16,0.82,0,0,0
5dpf,0.85,0.71,0.66,0,1.5,0,0,0.58,0
10dpf,5.12,0.96,2.08,0.75,7.6,0.56,0,1.19,1.84
