stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.54,0,0,0,20.64,11.06,0,11.6,0,0
12hpf,2.08,0,0,0,4.58,2.08,0,0,2.55,0
14hpf,6.41,0,0,0,4.08,9.35,0,0,13.92,2.53
16hpf,7.2,0,0,0,5.98,5.98,0,1.87,1.83,0
19hpf,7.64,0,0,0,0,0,0,0,0,0
24hpf,14.93,0,0,0,0.89,0,0,0,2.13,0
2dpf,195.01,2.57,13.44,14.52,31.5,51.64,6.58,0.66,11.65,28.76
3dpf,2066.44,2.77,1.1,9.85,13.61,81.72,2.13,0,3.01,18.74
5dpf,63.68,2.2,3.35,9.51,1.82,51.89,6.69,3.45,6.7,19.29
10dpf,344.04,1.25,2.48,11.72,0,17.92,4.71,0,0.38,7.86
