stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,3.41,0
2dpf,9.71,1.67,0.59,3.62,0.94,3.61,1.04
3dpf,0.64,0.43,1.25,0,0,0.96,0
5dpf,1.64,0,0,1.44,0,0,1.34
10dpf,1.65,0,0,0,0,0.72,0
