stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.61,2.06,0,0
3dpf,0.68,0.35,0,0.68,0,1.8,0,0
5dpf,0.38,0,0.37,0,0,0.83,0,0.34
10dpf,0.97,0,0.46,0.72,0,0.46,0.93,0.61
