stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,0,1.29,0,0,0,0
5dpf,1.08,32.27,0.68,0,0,0.3
10dpf,2.82,11.5,0,1.57,0.57,0
