stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0.95,0,0,0,0,0
2dpf,22.53,0,3.36,0.92,0.48,1.26
3dpf,10.15,0.62,0,0.52,0,0.31
5dpf,9.62,0,0.38,2.69,0,0
10dpf,14.99,0,2.82,0,0,0
