stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.68,0.96,0,0,0.57
3dpf,0.8,0,0,0,0
10dpf,0,0,0.43,0.43,0
