stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
14hpf,3.33,0,0,0,0
16hpf,5.49,0,0,0,0
19hpf,9.76,0,0,0,3.54
24hpf,8.83,0.88,0,0,0.83
2dpf,16.84,0,0.68,1.78,0
3dpf,13.29,0,0,2.62,0
5dpf,3.51,0,0.47,7.46,0.49
10dpf,7.52,0,0,3.31,0
