stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
14hpf,0,0,0,0,0,0,2.35
19hpf,0,0,0,1.83,0,0,0
2dpf,2.93,0.55,0,1.22,0.57,1.33,2.64
3dpf,1.18,0,3.45,0,1.33,0,1.4
5dpf,0.47,0,5.3,0.35,2.74,0,7.68
10dpf,0.98,0,2.75,1.75,2.92,0,22.53
