stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
3dpf,0.77,0.53,1.03,4.09,0
5dpf,0.6,1.19,0.4,2.3,2.4
10dpf,0.55,2.57,0,1.5,0.41
