stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.16,0,0,0,0
3dpf,6.45,0,0.37,0.91,0
5dpf,0.71,0,1.47,2.17,0.64
10dpf,10.68,1.59,0,0.67,0.62
