stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,9.05,0,0,0.75,2.96,0,0
3dpf,39.23,0,0.36,0,0.48,1.6,0.38
5dpf,2.76,0.79,4.17,0,4.54,4.85,2.72
10dpf,47.1,0,1.48,0,2.57,1.87,0
