stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
24hpf,3.67,0.81,0,0,0,0,0,0,0
2dpf,1.53,0,0,0.9,0,0,0,0,0.98
3dpf,46.32,0,0,0,0,6.28,0,0,0
5dpf,1.09,0.55,0.73,0,0,11.68,0.44,0.43,0.4
10dpf,33.79,0,1.32,0,1.36,1.58,0,0,0
