stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.75,1.14,0,0,0,0.97,0.93
3dpf,1.07,5.2,0,0,0,0,1.15
5dpf,1.32,7.11,0.94,1.54,0.41,1.26,4.29
10dpf,1.77,23.58,2.59,0.68,0,0,0
