stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,617.82,177.94,0,0,138.31,0,0,0,0,940.98
12hpf,278.4,234.95,0,18.72,83.77,3.48,0,0,4.24,284.77
14hpf,340.63,53.57,13.66,85.39,56.73,66.84,4.09,2.36,9.35,564.95
16hpf,469.28,132.59,67.32,94.16,298.68,257.24,70.51,0,15.44,770.5
19hpf,565.48,4.41,3.67,118.48,425.72,275.82,226.39,0,2.52,746.91
24hpf,1013.14,22.13,21.8,231.42,548.36,388.15,296.5,2.77,47.04,140.19
2dpf,3039.18,35.65,85.55,598.25,967.83,1341.54,458.38,9.07,266.69,451.69
3dpf,22443.06,82.99,65.7,164.3,288.17,1850.88,250.44,0,104.73,195.29
5dpf,472.74,41.93,114.11,198.14,161.68,1471.36,409.7,14.44,203.95,559.56
10dpf,5429.36,53.86,131.42,95.19,117.2,832.36,198.52,0,73.35,93.78
