stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.86,0,0,0,0,0
3dpf,4.13,0,0,0,0,0
5dpf,0,0.68,0,0,0,0
10dpf,6.34,0,1,0.98,0.4,1.57
