stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0.94,0,0,0,0,0
2dpf,18.21,0,1.64,3.79,2.15,1.9
3dpf,127.16,0,0,2.35,0,0.42
5dpf,5.85,0.38,0,2.53,0,0
10dpf,39.67,0.58,0,2.76,0,0
