stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,1.35,0
3dpf,10.63,0,0.33,0,0.42,0.33
5dpf,0.3,0,0,0,1,0
10dpf,13.48,0.54,0,1.03,0,0
