stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,6.19,0,0,0.51,0,0
3dpf,2.01,0,0,0,0,0
5dpf,0,0,0.45,0,0.95,1.09
10dpf,0,6.47,0,0,0,0
