stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,1.31,0,0
3dpf,1.71,0,0.69,0,0
5dpf,0,0.5,0,1.59,0
10dpf,0,0,0,1.04,1.32
