stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.59,0,0
3dpf,0.88,0,0.4,0,1.76,0.32
5dpf,0,0.67,0.74,0,0.35,1.18
10dpf,0.94,0.82,0,0,0,2
