stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,31.48,0,0,0,0,0,0,11.45
12hpf,19.24,44.71,32.09,0,3.87,2.33,0,0,1.9,13.73
14hpf,7.22,0,51.44,2.48,0,0,0,0,3.19,45.17
16hpf,14.63,17.42,1.62,4.24,3.43,0,1.66,0,0,12.6
19hpf,3.72,1.59,2.13,12.19,6.34,1.61,5.64,1.66,0,29.78
24hpf,14.05,6.83,69.24,79.17,5.49,1.73,1.05,1.77,2.67,17.12
2dpf,220.33,4.94,72.27,323.34,128.58,286.03,26.82,11.25,67.41,209.5
3dpf,434.86,14.39,41.32,94.93,37.78,381.69,6.29,0,22.03,84.4
5dpf,153.63,34.32,153.04,369.28,43.43,534.43,33.51,20.5,53.41,400.16
10dpf,800.62,90.74,164.95,335.24,56.06,677.13,53.82,2.68,72.9,233.45
