stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.84,0,0,0.57
3dpf,0.41,0,0,0.36,0,0
5dpf,0.32,9.98,0.36,1.55,0.33,2.42
10dpf,0,17.88,0,1.37,0,0
