stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,8.78
2dpf,0.98,0,0,0,0,0.48
3dpf,0,0,0,0,0,0.84
5dpf,0,0,0.43,6.85,0.61,10.32
10dpf,0,6.75,0,0,0,4.57
