stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.87,1,1.42,0,1.03
3dpf,1.05,0,0.3,0,0,0
5dpf,0,0,0,1.51,0.9,0
10dpf,0.61,0,0,0.67,0.74,0
